Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,115.275002,115.800003,114.275002,114.650002,98.365379,34540
2013-01-01,115.125000,117.500000,115.099998,116.550003,99.995514,41226
2013-01-02,117.849998,119.699997,116.775002,118.675003,101.818680,223924
2013-01-03,118.900002,123.500000,118.900002,122.300003,104.928795,424452
2013-01-04,122.375000,122.375000,119.250000,120.724998,103.577499,44804
2013-01-07,121.000000,121.625000,118.050003,118.750000,101.883034,61128
2013-01-08,118.750000,118.849998,116.775002,117.425003,100.746231,37790
2013-01-09,117.974998,120.699997,117.500000,117.525002,100.832016,53806
2013-01-10,118.375000,118.699997,115.099998,115.900002,99.437836,44924
2013-01-11,116.425003,118.000000,114.625000,114.900002,98.579880,66996
2013-01-14,115.699997,116.900002,114.000000,116.224998,99.716667,24892
2013-01-15,116.500000,117.250000,115.375000,116.525002,99.974060,17348
2013-01-16,116.224998,122.900002,116.000000,118.800003,101.925934,397134
2013-01-17,119.474998,119.525002,116.650002,117.324997,100.660423,72364
2013-01-18,117.974998,118.474998,115.750000,116.199997,99.695221,31414
2013-01-21,116.750000,121.500000,114.625000,115.949997,99.480728,160816
2013-01-22,115.949997,117.324997,111.000000,111.400002,95.577003,123436
2013-01-23,112.500000,113.199997,107.800003,109.550003,93.989784,93198
2013-01-24,109.525002,110.974998,108.000000,109.500000,93.946869,42774
2013-01-25,111.974998,113.300003,108.500000,109.425003,93.882530,44346
2013-01-28,111.000000,112.500000,109.500000,110.699997,94.976433,19584
2013-01-29,111.000000,114.500000,110.250000,110.400002,94.719032,80396
2013-01-30,110.875000,111.400002,109.574997,110.099998,94.461647,23740
2013-01-31,110.224998,112.250000,110.050003,110.875000,95.126572,19118
2013-02-01,111.199997,112.000000,109.000000,109.699997,94.118462,22878
2013-02-04,109.500000,110.974998,109.449997,110.125000,94.483101,21854
2013-02-05,109.050003,110.675003,108.000000,108.824997,93.367752,50162
2013-02-06,109.400002,110.000000,106.500000,107.224998,91.995003,53118
2013-02-07,107.500000,108.625000,106.625000,107.250000,92.016472,32020
2013-02-08,106.849998,107.675003,105.375000,105.525002,90.536469,52160
2013-02-11,106.449997,106.849998,105.150002,105.650002,90.643715,23036
2013-02-12,106.425003,107.199997,105.000000,105.525002,90.536469,65854
2013-02-13,106.474998,107.000000,105.500000,105.974998,90.922554,40690
2013-02-14,106.375000,106.400002,103.500000,104.425003,89.592720,27308
2013-02-15,104.000000,106.599998,103.599998,104.250000,89.442574,57652
2013-02-18,104.224998,105.375000,103.775002,104.025002,89.249535,20760
2013-02-19,105.199997,105.224998,103.099998,103.400002,88.713310,30406
2013-02-20,106.000000,107.875000,103.550003,106.699997,91.544579,54354
2013-02-21,107.125000,109.900002,104.525002,105.349998,90.386337,117472
2013-02-22,106.000000,106.449997,105.000000,105.550003,90.557922,27046
2013-02-25,106.474998,107.800003,105.500000,106.724998,91.566032,76512
2013-02-26,104.375000,107.500000,99.500000,100.724998,86.418243,54748
2013-02-27,101.500000,103.349998,100.500000,102.300003,87.769554,72370
2013-02-28,103.875000,103.900002,96.050003,97.775002,83.887276,90224
2013-03-01,98.250000,99.849998,94.750000,94.925003,81.442085,64556
2013-03-04,94.500000,96.550003,92.525002,94.974998,81.484962,33062
2013-03-05,94.400002,96.250000,93.300003,95.724998,82.128441,54674
2013-03-06,96.000000,110.699997,96.000000,99.250000,85.152763,125100
2013-03-07,99.574997,100.849998,98.574997,99.050003,84.981171,40086
2013-03-08,99.000000,102.949997,99.000000,102.375000,87.833893,55268
2013-03-11,102.824997,102.824997,99.500000,100.050003,85.839127,30002
2013-03-12,100.849998,101.599998,98.750000,99.349998,85.238556,27676
2013-03-13,98.875000,99.224998,97.800003,98.150002,84.209000,95640
2013-03-14,98.300003,100.699997,96.625000,100.349998,86.096512,25138
2013-03-15,100.525002,102.974998,99.500000,102.300003,87.769554,55380
2013-03-18,100.000000,109.699997,100.000000,108.650002,93.217613,190648
2013-03-19,113.000000,113.949997,104.500000,106.099998,91.029808,891894
2013-03-20,105.349998,107.699997,99.650002,100.500000,86.225220,125342
2013-03-21,101.349998,102.474998,97.750000,99.375000,85.260002,75690
2013-03-22,99.525002,99.525002,95.750000,96.449997,82.750458,66008
2013-03-25,97.199997,98.324997,92.250000,93.800003,80.476868,80946
2013-03-26,93.800003,96.500000,91.000000,92.525002,79.382965,95238
2013-03-28,92.525002,96.349998,90.000000,95.500000,81.935394,85352
2013-04-01,96.800003,99.900002,94.500000,98.625000,84.616531,64774
2013-04-02,97.775002,100.750000,97.599998,99.175003,85.088417,86908
2013-04-03,99.199997,102.349998,97.550003,98.125000,84.187553,64194
2013-04-04,97.500000,98.849998,96.500000,98.224998,84.273346,37588
2013-04-05,97.699997,99.474998,97.300003,97.550003,83.694229,35842
2013-04-08,97.550003,98.474998,94.724998,95.175003,81.656563,49800
2013-04-09,95.875000,97.199997,94.125000,94.800003,81.334839,37060
2013-04-10,95.000000,96.074997,94.500000,95.875000,82.257149,17966
