Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,278.000000,281.850006,278.000000,281.000000,252.593369,15771
2013-01-01,281.850006,284.950012,279.649994,280.100006,251.784317,8619
2013-01-02,283.200012,293.649994,282.000000,291.299988,261.852112,61462
2013-01-03,291.250000,294.000000,287.000000,287.350006,258.301422,22670
2013-01-04,287.299988,288.549988,281.000000,283.350006,254.705811,5567
2013-01-07,282.500000,283.899994,276.149994,277.299988,249.267395,7889
2013-01-08,275.200012,276.149994,272.399994,273.200012,245.581909,4685
2013-01-09,274.350006,277.000000,270.750000,275.000000,247.199905,25137
2013-01-10,280.899994,280.899994,273.049988,274.149994,246.435883,11222
2013-01-11,275.000000,279.799988,273.250000,277.250000,249.222443,9489
2013-01-14,277.000000,287.750000,277.000000,282.750000,254.166443,15500
2013-01-15,286.950012,286.950012,277.250000,283.049988,254.436142,6077
2013-01-16,289.500000,289.500000,282.399994,283.250000,254.615967,10665
2013-01-17,288.000000,288.000000,283.000000,284.700012,255.919342,8327
2013-01-18,284.899994,287.200012,284.000000,285.000000,256.188995,8112
2013-01-21,284.950012,295.500000,284.950012,291.049988,261.627411,98805
2013-01-22,290.149994,292.149994,262.000000,263.299988,236.682663,44862
2013-01-23,262.049988,268.000000,254.500000,255.649994,229.806015,35777
2013-01-24,257.000000,257.000000,248.100006,251.300003,225.895782,21374
2013-01-25,250.050003,250.050003,244.300003,245.949997,221.086594,34274
2013-01-28,250.000000,258.700012,247.500000,256.750000,230.794830,11264
2013-01-29,258.700012,260.000000,253.000000,256.200012,230.300446,10119
2013-01-30,255.000000,257.000000,249.600006,253.600006,227.963257,13881
2013-01-31,237.000000,256.100006,237.000000,253.649994,231.199051,5547
2013-02-01,253.649994,258.950012,248.250000,249.750000,227.644241,4680
2013-02-04,248.000000,256.000000,248.000000,251.600006,229.330505,23059
2013-02-05,252.000000,253.699997,245.000000,247.699997,225.775696,13326
2013-02-06,249.699997,251.050003,242.000000,243.800003,222.220886,5977
2013-02-07,243.050003,246.000000,242.000000,243.399994,221.856308,3363
2013-02-08,245.050003,247.000000,242.000000,243.300003,221.765152,3571
2013-02-11,240.550003,244.000000,235.500000,240.050003,218.802795,6812
2013-02-12,242.949997,247.899994,238.750000,241.000000,219.668747,17735
2013-02-13,242.300003,250.000000,240.100006,242.899994,221.400528,9906
2013-02-14,242.000000,245.500000,240.000000,244.300003,222.676651,4770
2013-02-15,245.100006,245.800003,239.300003,242.199997,220.762512,7301
2013-02-18,243.850006,245.600006,240.000000,242.550003,221.081543,5513
2013-02-19,242.250000,245.399994,237.149994,237.899994,216.843109,9822
2013-02-20,238.449997,245.949997,238.449997,245.100006,223.405823,7257
2013-02-21,240.250000,246.850006,240.250000,244.750000,223.086823,11059
2013-02-22,246.699997,250.000000,243.000000,244.899994,223.223526,5730
2013-02-25,231.250000,246.399994,231.250000,240.350006,219.076279,4067
2013-02-26,240.350006,243.600006,221.100006,224.850006,204.948196,18044
2013-02-27,227.699997,231.750000,218.500000,226.949997,206.862305,30774
2013-02-28,229.699997,230.000000,224.050003,225.100006,205.176071,2968
2013-03-01,225.100006,227.600006,225.000000,226.949997,206.862305,3041
2013-03-04,226.949997,227.649994,222.000000,223.500000,203.717682,11159
2013-03-05,226.000000,232.000000,223.350006,229.100006,208.822006,3239
2013-03-06,233.750000,243.899994,233.750000,242.000000,220.580215,18235
2013-03-07,242.000000,246.699997,239.300003,244.199997,222.585495,5095
2013-03-08,246.699997,251.000000,244.000000,246.649994,224.818634,20612
2013-03-11,247.000000,251.300003,245.000000,245.149994,223.451401,4162
2013-03-12,245.199997,247.850006,244.000000,244.750000,223.086823,3458
2013-03-13,245.000000,245.500000,244.000000,244.100006,222.494339,23087
2013-03-14,244.949997,246.699997,242.000000,243.449997,221.901886,9683
2013-03-15,245.000000,246.000000,241.300003,244.750000,223.086823,3362
2013-03-18,245.000000,246.949997,240.600006,245.949997,224.180573,7258
2013-03-19,247.699997,248.000000,241.100006,245.100006,223.405823,20631
2013-03-20,245.000000,247.899994,242.000000,244.800003,223.132370,10767
2013-03-21,242.649994,245.000000,241.100006,242.399994,220.944809,20821
2013-03-22,240.350006,245.000000,240.149994,242.800003,221.309387,4322
2013-03-25,242.000000,245.800003,242.000000,243.550003,221.993011,8330
2013-03-26,242.000000,242.500000,233.000000,241.899994,220.489059,21892
2013-03-28,241.750000,243.000000,237.000000,242.550003,221.081543,22589
2013-04-01,244.000000,245.949997,242.000000,242.300003,220.853653,2555
2013-04-02,244.699997,248.300003,242.500000,243.550003,221.993011,3809
2013-04-03,244.500000,244.600006,243.000000,243.550003,221.993011,23221
2013-04-04,243.949997,246.449997,243.000000,245.699997,223.952698,3402
2013-04-05,245.899994,249.300003,244.000000,246.750000,224.909760,3418
2013-04-08,245.000000,248.500000,243.750000,245.050003,223.360260,1911
2013-04-09,247.000000,247.500000,245.000000,245.500000,223.770416,4102
2013-04-10,245.100006,253.699997,245.000000,250.850006,228.646881,54090
2013-04-11,253.500000,261.899994,253.000000,260.149994,237.123734,16323
2013-04-12,251.250000,261.000000,248.300003,260.049988,237.032578,12593
2013-04-15,259.899994,261.700012,253.100006,255.949997,233.295456,6482
2013-04-16,255.399994,258.600006,253.000000,253.800003,231.335785,1999
2013-04-17,255.000000,258.450012,253.000000,255.000000,232.429565,3423
2013-04-18,257.600006,261.500000,253.500000,257.200012,234.434860,5534
2013-04-22,259.000000,260.399994,248.000000,248.300003,226.322571,10166
2013-04-23,241.949997,252.000000,241.949997,249.300003,227.234085,29993
2013-04-25,253.850006,253.850006,248.000000,250.000000,227.872116,21782
2013-04-26,251.399994,251.399994,245.649994,246.649994,224.818634,4179
2013-04-29,246.649994,247.000000,245.000000,245.250000,223.542557,3977
2013-04-30,239.000000,248.949997,239.000000,245.199997,223.496964,5392
2013-05-02,252.000000,252.000000,245.000000,245.350006,223.633713,8576
2013-05-03,245.350006,246.649994,245.000000,245.199997,223.496964,4082
2013-05-06,253.949997,253.949997,245.000000,245.199997,223.496964,3644
2013-05-07,245.699997,246.850006,245.050003,245.750000,223.998291,8738
2013-05-08,250.350006,250.350006,245.550003,246.550003,224.727463,5012
2013-05-09,249.949997,249.949997,245.699997,246.500000,224.681931,1715
2013-05-10,245.500000,248.000000,245.500000,246.500000,224.681931,941
2013-05-13,240.250000,247.500000,240.250000,245.250000,223.542557,5241
2013-05-14,245.500000,249.300003,245.199997,246.500000,224.681931,2727
2013-05-15,246.500000,248.949997,245.750000,246.600006,224.773056,4404
2013-05-16,248.000000,271.049988,244.949997,251.850006,229.558380,176042
2013-05-17,251.000000,251.000000,246.199997,246.550003,224.727463,2967
2013-05-20,250.000000,250.949997,245.600006,246.149994,224.362869,4866
2013-05-21,246.600006,248.250000,245.199997,246.600006,224.773056,10284
2013-05-22,247.000000,249.899994,245.050003,245.250000,223.542557,4805
2013-05-23,246.000000,247.000000,245.100006,245.899994,224.135010,6529
2013-05-24,245.800003,248.250000,245.149994,246.899994,225.046494,5321
2013-05-27,245.399994,253.449997,245.000000,247.500000,225.593399,8293
2013-05-28,246.050003,250.000000,246.050003,246.800003,224.955368,1356
2013-05-29,250.000000,253.949997,246.500000,248.699997,226.687195,11109
2013-05-30,250.000000,252.050003,246.000000,249.250000,227.188492,5112
2013-05-31,247.100006,251.449997,246.100006,248.550003,226.550461,2052
2013-06-03,246.000000,253.949997,246.000000,248.949997,226.915039,52896
2013-06-04,247.300003,249.899994,247.199997,249.149994,227.097336,1912
2013-06-05,246.699997,252.550003,246.699997,249.100006,227.051788,1074
2013-06-06,248.000000,249.800003,246.600006,248.000000,226.049149,4059
2013-06-07,248.850006,250.500000,247.000000,248.000000,226.049149,1704
2013-06-10,248.000000,250.800003,248.000000,249.500000,227.416382,2426
2013-06-11,251.850006,251.850006,247.000000,248.750000,226.732773,4194
2013-06-12,251.750000,251.750000,248.100006,249.050003,227.006210,5624
2013-06-13,248.100006,249.399994,245.250000,246.399994,224.590729,3963
2013-06-14,251.850006,251.850006,245.000000,246.449997,224.636322,8126
2013-06-17,251.899994,251.899994,245.949997,248.949997,226.915039,3334
2013-06-18,252.000000,259.850006,246.199997,252.000000,229.695068,10512
2013-06-19,255.000000,256.899994,253.100006,254.800003,232.247269,6119
2013-06-20,254.800003,256.000000,253.000000,253.000000,230.606583,6956
2013-06-21,253.000000,255.899994,253.000000,253.000000,230.606583,13669
2013-06-24,253.000000,253.000000,251.000000,252.000000,229.695068,44055
2013-06-25,255.000000,255.000000,248.000000,249.850006,227.735413,3785
2013-06-26,250.000000,251.949997,245.250000,247.199997,225.319916,1369
2013-06-27,249.350006,251.149994,247.000000,249.850006,227.735413,30317
2013-06-28,248.199997,252.300003,247.250000,250.350006,228.191147,4718
